instrument,avg_score,pos_ratio,real_label,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SZ300033,0.1262407789488838,0.875,,2026-05-26,0.04271549,0.06172412,0.6920389,0.017629292,0.2856143,0.0013793376,0.022346819,0.026465535,0.42877138,0.9590344,1.0169071,0.9577115,0.9945573,0.9428303,1.0413795,0.97561157,0.89458853,0.97540003,0.9644588,0.9681588,0.98058695,0.9834621,0.9464044,0.026690323,0.032125406,0.03793079,0.033895776,0.049737204,0.011781116,-0.0024390277,-0.00058125454,-0.00035614835,0.0014767777,0.48708546,0.052838158,0.008218962,0.008556032,0.2688855,0.011978918,0.04281683,0.02493498,0.021702034,0.010030638,1.0577927,1.0577927,1.0665139,1.0665139,1.0665139,0.92596465,0.91542345,0.91542345,0.9105458,0.8469091,0.98111886,0.9837643,1.0184301,1.0178105,0.99055886,0.9379277,0.9415909,0.94428617,0.9467175,0.9046525,1.0,0.9,0.7,0.7,0.85,0.5616054,0.5940648,0.5597743,0.5735414,0.69711995,0.4,0.7,0.45,0.6333333,0.81666666,0.2,0.5,0.75,0.033333335,0.46666667,0.2,0.2,-0.3,0.6,0.35,0.4831835,0.26886132,0.38024956,0.16098927,0.5986751,0.60910755,0.48408926,0.5555419,0.45109108,0.50966233,0.6,0.4,0.55,0.6,0.53333336,0.4,0.6,0.45,0.4,0.46666667,0.2,-0.2,0.1,0.2,0.06666667,0.69841504,0.4149532,0.5290974,0.58221567,0.5106162,0.30158496,0.58504677,0.47090262,0.41778436,0.48938382,0.3968301,-0.1700936,0.05819477,0.1644313,0.02123239,1.0112567,0.85818046,0.80866975,0.7662487,0.6216246,0.489018,0.3684437,0.31411418,0.27918532,0.2673878,0.72275877,0.9307526,1.050477,1.01477,1.1934751,0.5778714,0.53994507,0.5054018,0.5319719,0.5227043,0.42212862,0.46005496,0.4945982,0.46802813,0.4772957,0.1557428,0.07989008,0.010803595,0.063943736,0.04540858
SZ002241,0.09851549197526419,0.75,,2026-05-26,0.07905139,0.10513835,0.75187975,0.007905218,0.07518872,0.018181736,0.17293154,0.08932791,0.84962255,0.92673993,1.0073261,0.9098902,0.9483964,0.94211644,0.9252656,0.8904773,0.8677646,0.9772874,0.94043285,0.9402875,0.92774117,0.91678303,0.900978,0.03466928,0.02459424,0.024512943,0.025907243,0.04536865,0.018281862,0.0021003126,0.0027176782,0.0023118218,0.0004021123,0.69517034,0.066851705,0.43020278,0.6171178,0.02395978,0.023003416,0.050261125,0.046440884,0.049695555,0.087159656,1.0073261,1.0073261,1.0073261,1.0073261,1.0073261,0.8901012,0.8901012,0.87252265,0.87252265,0.80035836,0.9490037,0.9478374,0.94218993,0.93450373,0.92922956,0.91764367,0.9260033,0.91178495,0.89310664,0.86146194,1.0,1.0,1.0,1.0,1.0,0.93750405,0.93750405,0.9456536,0.9456536,0.96460277,1.0,1.0,1.0,1.0,1.0,0.6,0.8,0.2,0.46666667,0.38333333,0.4,0.2,0.8,0.53333336,0.6166667,0.5054398,0.4893174,0.6149353,0.7409231,0.52105284,0.50644743,0.617864,0.660774,0.662178,0.3962532,0.4,0.4,0.55,0.53333336,0.5,0.6,0.5,0.4,0.43333334,0.48333332,-0.2,-0.1,0.15,0.1,0.016666668,0.7408916,0.68413913,0.66232646,0.643837,0.5122357,0.2591084,0.3158609,0.33767352,0.356163,0.4877643,0.48178318,0.3682782,0.32465297,0.287674,0.02447141,0.73170024,0.7319683,0.64455557,0.57184887,0.46531773,0.23106769,0.17360137,0.16599803,0.18097883,0.18234305,1.3107717,1.1966215,1.2187307,1.2531818,1.2338479,0.65441823,0.6146203,0.5774204,0.5557145,0.5432264,0.34558177,0.38537967,0.42257962,0.4442855,0.45677358,0.30883646,0.22924063,0.15484078,0.11142897,0.08645283
SZ000895,0.08943828691679122,1.0,,2026-05-26,-0.026984168,0.03373016,-0.80000114,0.0,0.0,0.0067459936,0.19999886,-0.020238174,-0.6000023,1.0277325,1.0277325,0.9930669,1.0074769,1.0717794,1.0950179,1.1509886,1.0990218,1.0387447,1.0458359,1.0635778,1.0943183,1.1075875,1.1012241,0.027040092,0.026638322,0.03961559,0.038064808,0.033920076,-0.014642059,-0.0076899794,-0.006439334,-0.0035560178,0.00013978407,0.7330405,0.7639203,0.9247358,0.67636675,0.005179663,-0.016551787,-0.02897292,-0.033144645,-0.05602523,-0.1053477,1.0938023,1.1003275,1.1684358,1.1743836,1.1743836,0.9930669,0.9930669,0.9930669,0.9930669,0.9930669,1.0587251,1.084011,1.1302541,1.1412253,1.1304412,1.0394711,1.0519476,1.0685158,1.0730783,1.0730783,0.2,0.1,0.05,0.033333335,0.016666668,0.06882464,0.06463769,0.039534256,0.038237385,0.038237385,0.2,0.2,0.2,0.26666668,0.6333333,1.0,1.0,1.0,1.0,1.0,-0.8,-0.8,-0.8,-0.73333335,-0.36666667,-0.9575715,-0.69068086,0.034712162,-0.038999904,0.10563794,-0.9369406,-0.8355984,-0.3464,-0.06463838,-0.1089372,0.2,0.2,0.3,0.36666667,0.46666667,0.6,0.7,0.65,0.6,0.51666665,-0.4,-0.5,-0.35,-0.23333333,-0.05,0.041644026,0.10510025,0.19222575,0.35509196,0.47149447,0.95835596,0.8948997,0.80777425,0.6449081,0.5285055,-0.9167119,-0.7897995,-0.6155485,-0.2898161,-0.057011046,0.4887868,0.44127145,0.48150885,0.46243167,0.4650976,0.2861247,0.2014529,0.16482899,0.1477352,0.14408039,1.819369,2.0081785,1.6227832,1.5752889,1.3977399,0.96178347,0.7569264,0.6162702,0.58289313,0.5431877,0.038216546,0.24307361,0.3837298,0.41710687,0.45681232,0.9235669,0.5138528,0.23254041,0.16578628,0.08637534
SH601995,0.07351801172118567,1.0,,2026-05-26,0.00673108,0.024875607,0.27058956,0.010828184,0.43529323,0.007316344,0.29411718,0.0032192399,0.12941352,0.9933139,1.0107558,0.9860465,0.999821,0.9994351,1.0096018,0.99322224,0.94351876,1.0160971,0.9917537,0.99192315,0.99539673,0.9905394,0.98192126,0.008517736,0.011546235,0.010741247,0.012359906,0.022549156,-0.00016943642,-0.0006093115,-0.00028920075,0.000671806,0.0001672545,0.0009892482,0.025527572,0.025372162,0.22895974,0.016780114,0.00858516,0.010818746,0.0073506553,-0.00028055496,0.013144718,1.0159199,1.0159199,1.0159199,1.0159199,1.0230787,0.97822976,0.96990824,0.96990824,0.95048946,0.92792004,0.9990963,0.99954814,1.0022027,1.000113,0.99954814,0.9865574,0.978876,0.98689634,0.978876,0.95583165,1.0,0.9,0.7,0.8,0.825,0.5776107,0.65400285,0.65400285,0.7566895,0.7574714,0.4,0.7,0.85,0.9,0.06666667,0.6,0.4,0.7,0.033333335,0.46666667,-0.2,0.3,0.15,0.8666667,-0.4,0.31805283,0.21468253,0.38206878,0.35390976,0.5320628,0.3148483,0.37886575,0.45925543,0.5426627,0.31831568,0.4,0.4,0.45,0.53333336,0.45,0.6,0.6,0.5,0.43333334,0.51666665,-0.2,-0.2,-0.05,0.1,-0.06666667,0.50684977,0.45303884,0.51929265,0.6190476,0.48296478,0.49315023,0.5469611,0.48070732,0.3809524,0.5170352,0.013699558,-0.093922295,0.038585357,0.23809521,-0.03407041,0.7783461,0.7168517,0.70963365,0.6682114,0.6356789,0.2379702,0.19975215,0.1781332,0.19238392,0.23963183,0.6754801,0.86668825,0.8366088,0.99128187,1.2332078,0.524497,0.54572314,0.53604186,0.5457113,0.50495493,0.47550306,0.45427683,0.46395817,0.4542887,0.49504507,0.048993893,0.09144633,0.07208365,0.09142262,0.009909844
SZ002236,0.06475699011184217,1.0,,2026-05-26,0.0005623522,0.022497186,0.024996556,0.0061867856,0.27500263,0.015748048,0.7000008,0.010123615,0.44999474,0.999438,1.0061833,0.9836988,0.99543697,0.9999432,0.98453027,1.0087522,0.9498398,1.0472959,0.988063,0.98657054,0.99493796,1.0025723,0.98602533,0.013127446,0.015441009,0.015016122,0.024151595,0.038646884,0.004526135,0.000827275,-0.0012264622,-0.001188039,0.00015726905,0.29719022,0.026312364,0.23348598,0.18753028,0.005050767,0.0028847728,0.009706729,0.016713409,0.014654289,0.009335226,1.0186671,1.0186671,1.0384916,1.0671227,1.0671227,0.96085185,0.9580986,0.9580986,0.9459858,0.9002858,0.99775404,0.9999545,1.0074338,1.0184479,1.0088636,0.9802337,0.97274095,0.98243654,0.98243654,0.9524859,1.0,0.9,0.55,0.43333334,0.5833333,0.6771257,0.69180256,0.5212073,0.4458941,0.5976749,0.2,0.6,0.25,0.16666667,0.5833333,0.6,0.4,0.7,0.06666667,0.3,-0.4,0.2,-0.45,0.1,0.28333333,-0.65385437,0.041080434,0.21571808,0.6349677,0.6513543,-0.61439306,0.06162295,0.07829999,0.39787322,0.08884097,0.6,0.6,0.5,0.53333336,0.5,0.4,0.4,0.45,0.43333334,0.46666667,0.2,0.2,0.05,0.1,0.033333335,0.50043696,0.54500943,0.48257437,0.56016356,0.4701776,0.499563,0.4549906,0.51742566,0.43983644,0.5298224,0.00087396917,0.09001882,-0.03485128,0.12032711,-0.059644826,1.0782619,1.1500612,1.2227949,1.3285899,1.0844457,0.12971199,0.16749433,0.26282644,0.42838413,0.45299503,0.73632866,0.6292398,0.77122384,0.91189444,1.1081573,0.3395786,0.28802928,0.49452862,0.5243888,0.4913459,0.6604214,0.7119707,0.50547135,0.47561124,0.5086541,-0.32084277,-0.4239414,-0.010942732,0.048777528,-0.017308176
SH600887,0.06379503306730422,0.75,,2026-05-26,0.010646387,0.019771885,0.53846085,0.0034220407,0.1730761,0.005703458,0.28846303,0.012927804,0.6538478,0.9894658,1.003386,0.9838224,0.9958939,1.0244564,1.0538023,0.950715,0.98269606,0.98946786,1.0002258,1.0185859,1.0145414,0.99790597,0.99260765,0.014130658,0.022761034,0.033456832,0.036690027,0.027888425,-0.005906419,-0.00711409,0.0013530089,0.0024918066,0.00060647656,0.43678102,0.8955013,0.05724001,0.35746562,0.14423805,0.011586997,0.013427533,-0.027394978,-0.034037154,-0.010498693,1.0300972,1.0617005,1.068475,1.068475,1.068475,0.9785567,0.9785567,0.9461999,0.94544786,0.94544786,1.0094806,1.0400319,1.0400319,1.0354402,1.0127932,0.9878115,0.99766773,0.9878115,0.9595949,0.9663667,0.6,0.3,0.35,0.56666666,0.7,0.41604707,0.2579062,0.43999243,0.4434155,0.4434155,0.2,0.1,0.5,0.6666667,0.8333333,0.8,0.9,0.05,0.33333334,0.6666667,-0.6,-0.8,0.45,0.33333334,0.16666667,-0.7097464,-0.076325,0.24656358,0.44905496,0.38010103,-0.5567853,-0.46018797,0.4884203,0.2696332,0.1443471,0.4,0.2,0.35,0.36666667,0.45,0.6,0.8,0.6,0.6,0.51666665,-0.2,-0.6,-0.25,-0.23333333,-0.06666667,0.26949507,0.17351179,0.6281848,0.5359333,0.5123214,0.73050493,0.8264882,0.37181523,0.46406668,0.4876786,-0.46100986,-0.6529764,0.25636956,0.071866624,0.024642847,1.0369154,1.02608,1.4523842,1.2349979,1.0355427,0.21678323,0.18620014,0.8647426,0.7741646,0.6054967,0.86086637,0.9060986,1.9115459,2.159976,2.2997518,0.5791356,0.3488244,0.50770277,0.51998955,0.49968252,0.42086443,0.65117556,0.49229723,0.48001042,0.5003175,0.15827115,-0.30235118,0.015405562,0.039979156,-0.0006349873
SH601398,0.058817079906647474,1.0,,2026-05-26,0.0013947272,0.009762834,0.14286089,0.0055787377,0.5714261,0.0027893689,0.28571305,-0.0013946418,-0.14285214,0.9986072,1.005571,0.9958217,1.0014246,1.0114504,1.0179935,1.0316249,0.997819,0.95965105,0.99760085,1.0033805,1.0100873,1.0128862,1.0024718,0.0030505208,0.0074354215,0.010447106,0.011849012,0.023925541,0.0016902991,-0.0016258566,-0.001402087,-0.00065370044,0.00077296415,0.7675721,0.4382932,0.6304142,0.23588209,0.3183428,-0.0009814475,0.003935782,0.0032326067,-0.0034075433,-0.025274247,1.0124078,1.023868,1.03733,1.0452434,1.0493176,0.98643035,0.98643035,0.98643035,0.98643035,0.93267804,1.0,1.0092694,1.0171211,1.0225736,1.0210469,0.9955289,0.9983642,1.0,1.0013086,0.98549616,0.9,0.45,0.225,0.18333334,0.39166668,0.5223626,0.36246014,0.26659608,0.23072574,0.5771792,0.2,0.2,0.1,0.26666668,0.41666666,0.4,0.7,0.85,0.9,0.05,-0.2,-0.5,-0.75,-0.6333333,0.36666667,-0.7673246,0.57525533,-0.1826982,-0.1386907,-0.17292334,-0.28179026,0.022542054,-0.35884818,0.021741068,0.06351632,0.6,0.5,0.5,0.53333336,0.53333336,0.4,0.5,0.45,0.43333334,0.41666666,0.2,0.0,0.05,0.1,0.11666667,0.29411837,0.37777787,0.373913,0.5052356,0.5408389,0.70588166,0.6222221,0.626087,0.49476442,0.4591611,-0.41176325,-0.24444424,-0.252174,0.010471193,0.08167779,1.100622,1.2479801,1.2636662,1.1927743,1.400949,0.16438027,0.26418445,0.2783895,0.25562125,0.41489437,1.3946843,0.77558106,0.8539399,0.7694299,1.1339985,0.27964076,0.3982892,0.48601323,0.4808013,0.49878797,0.7203592,0.6017108,0.51398677,0.5191987,0.501212,-0.44071847,-0.20342162,-0.027973553,-0.03839739,-0.0024240494
SH601066,0.05722351161706287,0.625,,2026-05-26,0.05657014,0.07839645,0.72159064,0.017371956,0.22159111,0.004454348,0.056818236,0.04365253,0.55681777,0.9464587,1.0164418,0.94224286,0.9996166,0.9392666,0.9713522,0.9113827,0.8999236,1.0087854,0.9541635,0.94873947,0.94910234,0.93947035,0.94260883,0.027591942,0.021111012,0.0261255,0.025385037,0.031080803,0.01084797,0.0021668202,0.0013259851,0.0016460016,-0.00042880725,0.38643137,0.09656931,0.090160444,0.32584167,0.058054995,0.024140567,0.041509815,0.038300775,0.036662642,0.07004095,1.0164418,1.0164418,1.0164418,1.0164418,1.0164418,0.9248962,0.92324674,0.8991459,0.8991459,0.88093036,0.9645531,0.95729566,0.9718106,0.96669215,0.9714286,0.9384263,0.93399537,0.9304813,0.9190222,0.9139801,1.0,1.0,1.0,1.0,0.975,0.8203974,0.8235761,0.85982597,0.85982597,0.8786683,1.0,1.0,1.0,1.0,1.0,0.6,0.5,0.05,0.36666667,0.46666667,0.4,0.5,0.95,0.6333333,0.53333336,0.8798612,0.7344831,0.74801975,0.75569564,0.51996315,0.79022926,0.80013555,0.7690173,0.73736686,0.5441533,0.8,0.5,0.5,0.5,0.48333332,0.2,0.5,0.45,0.46666667,0.5,0.6,0.0,0.05,0.033333335,-0.016666668,0.75895774,0.586605,0.6580383,0.65162045,0.49289685,0.24104226,0.413395,0.34196168,0.34837955,0.50710315,0.5179155,0.17321,0.3160766,0.3032409,-0.014206284,0.45291492,0.30579418,0.2836189,0.23815122,0.19279356,0.3186197,0.26352564,0.21205674,0.18793584,0.14339067,1.4549388,1.9506633,1.961062,2.2754743,2.4567423,0.8402708,0.78056645,0.66795653,0.64061224,0.5924861,0.15972921,0.21943358,0.33204347,0.35938776,0.40751392,0.6805416,0.56113285,0.33591306,0.2812245,0.18497217
SH600519,0.05623599858123156,0.875,,2026-05-26,-0.009312675,0.015466662,-0.6021128,0.0035321391,0.22837113,0.0026218477,0.16951606,-0.010222967,-0.6609679,1.0094002,1.0129656,0.9973535,1.0032468,1.0399883,1.0637434,1.1143574,1.1469399,1.1714175,1.0170506,1.032054,1.0613303,1.0827532,1.1037098,0.013768663,0.018988486,0.036585223,0.04400203,0.04048089,-0.008509602,-0.006137143,-0.006042886,-0.0048137177,-0.0015546097,0.9549376,0.95755386,0.95487267,0.92750764,0.4498239,-3.14319e-05,-0.0044368207,-0.0039229454,-0.012954216,-0.057848856,1.0468125,1.0751386,1.1456747,1.1602266,1.1764514,0.9973535,0.9973535,0.9973535,0.9973535,0.9973535,1.0301714,1.0482286,1.0900638,1.1181754,1.1431891,1.0078534,1.0125302,1.0320565,1.0397841,1.0751745,0.2,0.1,0.05,0.033333335,0.016666668,0.053508785,0.03402315,0.017842982,0.016248813,0.014776799,0.2,0.2,0.05,0.16666667,0.23333333,1.0,1.0,1.0,1.0,1.0,-0.8,-0.8,-0.95,-0.8333333,-0.76666665,-0.37799454,0.5372504,0.029738547,-0.4359491,-0.4082485,-0.88098395,-0.74088657,-0.16629326,-0.42148003,-0.13978319,0.0,0.1,0.2,0.3,0.36666667,1.0,0.9,0.8,0.7,0.6333333,-1.0,-0.8,-0.6,-0.4,-0.26666668,0.0,0.0155191505,0.18974537,0.23503818,0.35629287,1.0,0.98448086,0.81025463,0.76496184,0.64370716,-1.0,-0.9689617,-0.62050927,-0.5299236,-0.28741425,0.9918972,1.0692171,1.056506,0.96343684,0.84382915,0.08585141,0.13411582,0.21035007,0.34535602,0.31757724,0.7275869,0.7095516,1.3538368,1.682788,1.5142527,0.5507661,0.45290864,0.5211936,0.5322875,0.5066954,0.4492339,0.54709136,0.47880638,0.4677125,0.49330464,0.10153223,-0.094182745,0.042387236,0.064575,0.013390728
SZ000538,0.04832550953549572,0.875,,2026-05-26,-0.009529601,0.02169503,-0.43925267,0.008313019,0.38317615,0.0038524126,0.17757119,-0.013990207,-0.64485765,1.0096213,1.0180143,0.9961105,1.0039752,1.0415567,1.0605916,1.0790192,1.095318,1.1239454,1.0195704,1.0334092,1.0563468,1.0687085,1.0902342,0.014762741,0.018363377,0.027279794,0.028767055,0.031482678,-0.009252322,-0.0058561177,-0.004407127,-0.0029976235,-0.0015212389,0.98199093,0.9322362,0.9134756,0.84152126,0.71211696,-0.0010656585,-0.007056738,-0.01447907,-0.025243018,-0.045357626,1.0452381,1.0663272,1.1009239,1.1094356,1.1404458,0.9961105,0.9961105,0.9961105,0.9961105,0.9961105,1.0288651,1.0444247,1.079778,1.0920582,1.117704,1.0101553,1.0180959,1.036846,1.0414745,1.0770955,0.2,0.1,0.05,0.033333335,0.016666668,0.079170905,0.055392466,0.037108622,0.03432142,0.026947519,0.2,0.1,0.25,0.13333334,0.28333333,1.0,1.0,1.0,1.0,1.0,-0.8,-0.9,-0.75,-0.8666667,-0.71666664,-0.86078644,0.0127847325,0.53928405,0.13441887,0.021976741,-0.9598236,-0.7317323,-0.01516079,-0.07351821,-0.15318799,0.0,0.1,0.2,0.23333333,0.36666667,1.0,0.9,0.7,0.7,0.5833333,-1.0,-0.8,-0.5,-0.46666667,-0.21666667,0.0,0.0066976985,0.13584062,0.21384008,0.3453534,1.0,0.9933023,0.8641594,0.78615993,0.6546466,-1.0,-0.98660463,-0.72831875,-0.5723198,-0.30929318,0.73041344,0.7661234,0.92122877,0.86407584,0.85677564,0.17255862,0.1924169,0.2776361,0.2536028,0.26834875,0.71107495,0.9000327,1.0479299,0.97585875,1.481512,0.74091625,0.4706727,0.52997744,0.51739764,0.51067334,0.25908375,0.5293273,0.47002253,0.4826024,0.4893267,0.4818325,-0.058654577,0.059954923,0.034795232,0.021346657
